freeVariable, result
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,1.24099
8,1.15531
8,1.25791
8,1.53441
8,1.75057
8,1.35611
8,1.47061
8,1.18385
8,1.84161
8,1.33251
8,1.2259
8,1.17885
8,1.00327
8,0.98771
8,1.25543
8,0.918573
8,1.46861
8,2.29564
8,1.12073
8,1.21129
8,1.5171
8,1.21764
8,1.00309
8,1.08975
8,1.34995
8,0.765409
8,1.33143
8,0.73416
8,1.3911
8,1.25767
8,1.61138
8,1.01575
8,0.837392
8,1.19618
8,2.09938
8,1.07844
8,1.32556
8,0.766237
8,1.33875
8,1.301
8,0.561499
8,1.15152
8,1.26972
8,1.13499
8,1.12979
8,1.09358
8,0.853302
8,1.40459
8,1.18842
8,1.73248
8,0.774309
8,1.43772
8,1.78567
8,1.26175
8,0.567022
8,0.436345
8,1.18281
8,1.38248
8,1.10567
8,1.66006
8,1.24417
8,1.32638
8,1.24401
8,1.41611
8,1.1743
8,1.27087
8,1.37162
8,1.97348
8,1.44377
8,1.50428
8,1.92511
8,1.09526
8,1.35457
8,0.642808
8,1.02102
8,1.57231
8,1.65156
8,1.55722
8,1.13771
8,1.49773
8,0.996381
8,0.931631
8,1.88405
8,0.632285
8,0.953889
8,0.948224
8,1.21763
8,0.991074
8,1.73583
8,1.27115
8,1.34134
8,2.08114
8,0.845156
8,1.1425
8,1.07818
8,1.26368
8,1.50616
8,1.52796
8,1.44349
8,1.33935
8,1.39141
8,1.15674
8,1.1057
8,0.950827
8,0.93587
8,1.43554
8,1.05173
8,0.897603
8,0.856026
8,1.46905
8,1.64361
8,1.66112
8,1.46398
8,1.21686
8,1.65688
8,1.51494
8,0.64799
8,1.14048
8,0.873606
8,1.53091
8,1.386
8,1.24456
8,0.908463
8,1.28776
8,0.978071
8,1.02384
8,0.971907
8,1.31363
8,1.09449
8,1.47262
8,1.27336
8,1.24746
8,2.15946
8,1.35963
8,2.57159
8,1.23009
8,1.14854
8,1.42077
8,1.1775
8,0.926382
8,0.882292
8,1.55999
8,1.21463
8,1.63014
8,1.25591
8,0.911971
8,0.958823
8,1.22615
8,1.0655
8,2.56603
8,1.07385
8,0.968065
8,1.16974
8,1.3463
8,1.52617
8,1.41338
8,1.15296
8,1.87662
8,0.908419
8,1.21071
8,1.43005
8,1.31614
8,1.22211
8,1.40971
8,1.39092
8,1.3403
8,1.26843
8,1.1825
8,0.870877
8,1.00166
8,1.73734
8,1.24452
8,0.757046
8,1.21403
8,1.79892
8,1.3199
8,1.96993
8,1.3797
8,1.52211
8,1.08777
8,1.67569
8,1.52129
8,1.4891
8,0.996741
8,1.1393
8,0.977325
8,1.35249
8,1.07019
8,1.4612
8,1.38603
8,1.26314
8,1.17197
8,1.69941
8,1.60558
8,0.897886
8,1.67057
8,1.30993
8,1.06612
8,1.45974
8,0.971909
8,1.95605
8,1.17425
8,1.42581
8,1.09065
8,0.950241
8,1.26505
8,1.1299
8,1.67399
8,1.29486
8,1.3599
8,0.942972
8,0.760881
8,1.41779
8,0.906069
8,1.43319
8,1.53407
8,1.6345
8,1.12872
8,0.882566
8,1.34174
8,1.57303
8,0.789322
8,1.1987
8,0.685512
8,1.2465
8,1.3267
8,0.851768
8,1.67819
8,0.927117
8,1.73284
8,1.34327
8,1.43538
8,1.32093
8,1.0544
8,1.03367
8,1.20968
8,1.71445
8,1.19419
8,2.02775
8,1.77175
8,1.50316
8,1.40397
8,1.99658
8,1.3836
8,1.36779
8,1.03878
8,1.59664
8,1.06715
8,1.35355
8,1.38184
8,0.743629
8,1.18628
8,1.44576
8,1.36879
8,1.9037
8,1.41791
8,1.12913
8,1.2442
8,1.1981
8,1.05093
8,1.3953
8,1.04886
8,1.24063
8,0.730489
8,1.27582
8,1.49444
8,1.31248
8,1.90357
8,0.981199
8,1.18419
8,1.0977
8,1.62808
8,1.7179
8,1.5834
8,1.57874
8,1.43574
8,0.871717
8,1.4053
8,1.09035
8,0.777798
8,0.706467
8,1.64249
8,1.37164
8,1.47702
8,0.713204
8,0.97783
8,0.9062
8,2.50508
8,1.19719
8,1.51173
8,1.76207
8,0.984781
8,1.51545
8,1.38928
8,1.23066
8,1.05859
8,1.31188
8,1.03997
8,1.28781
8,0.886559
8,1.20632
8,1.14484
8,1.0706
8,1.40867
8,1.5464
8,1.23675
8,1.19911
8,0.748748
8,1.13819
8,1.24671
8,1.17588
8,1.12283
8,1.64499
8,1.49042
8,1.48423
8,1.05468
8,1.38012
8,1.36957
8,1.20502
8,1.27849
8,1.59041
8,2.06508
8,1.2478
8,1.43003
8,0.596401
8,1.44783
8,1.83621
8,1.42507
8,1.26259
8,0.87861
8,0.848672
8,1.32928
8,0.895356
8,1.18428
8,1.06584
8,1.34725
8,0.819263
8,1.23583
8,1.85423
8,1.33658
8,1.41286
8,1.45129
8,1.58921
8,1.18759
8,1.13982
8,1.07504
8,1.2589
8,1.36697
8,1.33874
8,1.17388
8,0.849082
8,1.1905
8,1.98727
8,1.26563
8,1.2518
8,1.79673
8,1.06232
8,1.97397
8,1.85139
8,0.990204
8,1.08846
8,0.816426
8,2.53766
8,1.36407
8,0.942005
8,1.57246
8,1.7218
8,1.10353
8,1.41572
8,1.59708
8,1.29246
8,0.98547
8,0.917609
8,1.19013
8,1.02771
8,1.27666
8,1.3526
8,2.19214
8,1.93388
8,1.24541
8,1.62576
8,1.33449
8,1.71177
8,1.05493
8,1.24068
8,1.05649
8,1.16764
8,2.01431
8,1.06635
8,0.91468
8,1.5687
8,1.37283
8,1.47571
8,1.38423
8,1.47071
8,1.34966
8,1.05646
8,1.09327
8,1.36624
8,1.05178
8,1.7752
8,1.40576
8,1.41402
8,1.57179
8,1.24197
8,1.01197
8,0.718681
8,1.22901
8,2.08621
8,1.62255
8,1.06816
8,1.1669
8,0.985697
8,1.80172
8,1.07357
8,1.0829
8,1.72214
8,1.02816
8,0.997401
8,1.1924
8,1.40381
8,1.6022
8,0.959229
8,1.7184
8,1.01704
8,1.87952
8,1.18681
8,1.55999
8,1.36304
8,1.54091
8,0.87074
8,0.73171
8,0.988434
8,1.17614
8,1.73036
8,0.81797
8,1.30173
8,1.38552
8,1.55717
8,1.47056
8,1.24643
8,0.939248
8,1.5618
8,1.91038
8,1.5355
8,1.58254
8,1.79851
8,0.897804
8,1.43659
8,0.768537
8,1.39387
8,1.99551
8,1.33954
8,1.00005
8,1.25289
8,1.4967
8,1.06703
8,1.52035
8,1.37264
8,0.952099
8,1.43162
8,1.5466
8,1.31578
8,1.22949
8,0.868022
8,1.37813
8,0.976067
8,1.01579
8,0.986301
8,1.27665
8,1.46378
8,1.09573
8,1.31237
8,1.5824
8,1.57455
8,1.29619
8,1.95257
8,1.30308
8,0.59179
8,1.95877
8,1.27861
8,0.761086
8,0.933827
8,1.39789
8,1.23073
8,1.04813
8,1.21571
8,1.62385
8,1.23676
8,1.18625
8,1.44813
8,1.43667
8,1.14088
8,2.18217
8,1.53067
8,1.59384
8,1.25378
8,1.72281
8,1.05637
8,1.49243
8,1.11513
8,1.03943
8,1.03394
8,1.20547
8,1.08822
8,0.83746
8,1.12032
8,0.925161
8,1.64144
8,0.837752
8,1.13621
8,1.29116
8,1.12497
8,1.1678
8,1.39435
8,1.1962
8,1.22592
8,1.20037
8,2.31535
8,1.02631
8,1.59373
8,1.43726
8,1.16279
8,1.01675
8,1.25928
8,1.48742
8,0.911088
8,0.673395
8,1.04974
8,1.37697
8,1.3779
8,1.70622
8,1.21147
8,0.645625
8,0.808162
8,1.29463
8,1.27172
8,1.40201
8,1.57562
8,1.74935
8,1.02803
8,1.40994
8,0.87752
8,1.61426
8,1.50682
8,1.58186
8,1.15536
8,0.845946
8,1.50401
8,1.35816
8,1.34987
8,1.82961
8,1.584
8,1.77007
8,0.850278
8,1.04085
8,1.25787
8,1.34157
8,1.86533
8,1.25336
8,1.31564
8,0.988931
8,1.57782
8,1.25133
8,1.00263
8,0.959012
8,1.1987
8,1.14567
8,1.25307
8,1.05107
8,1.61033
8,0.914226
8,0.891857
8,1.5739
8,0.831669
8,1.09295
8,1.12531
8,1.42397
8,1.61157
8,1.11042
8,1.23518
8,1.6137
8,1.3201
8,0.670477
8,1.25094
8,0.995365
8,0.871026
8,1.50973
8,1.17091
8,1.55942
8,1.1792
8,0.786832
8,0.858098
8,1.40487
8,2.0609
8,1.8513
8,0.731272
8,1.46677
8,1.87586
8,1.70956
8,1.32664
8,1.29486
8,1.58606
8,1.19906
8,0.872086
8,1.5538
8,1.24928
8,1.01341
8,1.78746
8,1.07362
8,1.1205
8,0.742077
8,0.883992
8,1.85737
8,1.3701
8,1.71689
8,1.43212
8,1.28186
8,1.39373
8,1.10787
8,1.39558
8,1.00579
8,1.12855
8,1.57129
8,1.85856
8,1.3345
8,1.2677
8,0.943568
8,1.23237
8,0.814126
8,1.22465
8,1.79588
8,1.41613
8,1.40518
8,1.17538
8,1.58647
8,0.828991
8,1.1991
8,1.40143
8,1.87859
8,1.13609
8,1.12387
8,1.68793
8,1.58969
8,1.65493
8,1.03221
8,1.38674
8,1.08946
8,1.00216
8,1.69388
8,1.28226
8,1.2645
8,1.36617
8,1.522
8,1.23296
8,1.65014
8,0.848565
8,0.991705
8,1.59267
8,0.983483
8,0.990295
8,1.07777
8,0.903356
8,1.41244
8,1.06879
8,1.03664
8,1.02512
8,1.01149
8,1.18232
8,2.06357
8,1.16341
8,1.29154
8,2.08474
8,1.28419
8,1.35523
8,0.971324
8,1.37646
8,1.2906
8,1.56099
8,1.28632
8,1.27884
8,0.935327
8,1.54866
8,1.52256
8,1.10818
8,1.20606
8,1.49015
8,2.03823
8,0.737476
8,1.64428
8,1.11366
8,0.666871
8,1.22535
8,0.906391
8,1.77895
8,1.31564
8,1.82711
8,1.27768
8,0.912537
8,1.30248
8,1.43475
8,0.866309
8,0.878103
8,1.18004
8,1.7523
8,1.89069
8,1.0086
8,1.94321
8,1.27679
8,1.55717
8,0.843624
8,1.18488
8,1.2488
8,1.6864
8,1.69842
8,1.51953
8,1.33111
8,1.41901
8,1.51286
8,1.32776
8,1.13458
8,1.52512
8,1.34518
8,0.867585
8,1.02043
8,0.806731
8,1.46652
8,0.901032
8,0.891366
8,2.00781
8,1.39098
8,1.1246
8,1.13344
8,1.16151
8,1.23802
8,1.64911
8,1.25163
8,1.30674
8,1.77061
8,1.9174
8,1.00654
8,1.72879
8,1.38728
8,1.40706
8,0.9743
8,1.3474
8,0.970979
8,1.09577
8,1.13109
8,1.16624
8,1.37789
8,1.48572
8,1.6937
8,1.80497
8,0.788535
8,0.939198
8,1.3349
8,1.92526
8,1.41541
8,1.29064
8,0.807501
8,1.32353
8,1.21071
8,1.92483
8,1.36723
8,1.1248
8,1.53049
8,1.08298
8,1.05092
8,0.900238
8,1.39911
8,1.059
8,1.52004
8,1.66602
8,1.14379
8,1.28576
8,0.744218
8,1.12965
8,0.975969
8,1.64066
8,0.871531
8,1.5125
8,1.89688
8,1.46724
8,0.861981
8,1.68218
8,1.0431
8,1.16631
8,1.34093
8,1.41842
8,1.20663
8,1.60105
8,0.818304
8,1.58972
8,1.47887
8,1.93689
8,2.05124
8,0.976671
8,1.07722
8,1.53126
8,1.92193
8,1.4666
8,0.956344
8,1.28993
8,2.3134
8,1.19765
8,0.851944
8,0.699329
8,1.39726
8,1.25086
8,1.27545
8,1.28407
8,0.83857
8,1.82675
8,1.03551
8,1.15864
8,1.46446
8,0.952126
8,0.786966
8,1.66089
8,0.629308
8,1.83642
8,1.054
8,1.27362
8,1.41623
8,1.35267
8,1.62195
8,1.9314
8,0.977233
8,1.82512
8,1.35491
8,1.7095
8,1.16789
8,1.98823
8,1.23087
8,1.25603
8,1.19504
8,1.17071
8,1.22315
8,1.38662
8,2.0877
8,0.948736
8,1.15851
8,0.779148
8,0.999915
8,1.08659
8,0.981586
8,1.07323
8,2.65777
8,2.16557
8,0.760474
8,1.25472
8,1.30324
8,1.10188
8,1.61341
8,1.19407
8,1.43316
8,0.916318
8,1.09503
8,1.42951
8,1.34078
8,1.28545
8,1.64093
8,1.37577
8,0.838295
8,1.27034
8,1.47799
8,1.01374
8,1.1198
8,1.35431
8,1.24618
8,1.62246
8,1.07929
8,0.992561
8,1.82891
8,0.982589
8,1.35432
8,1.49211
8,0.821472
8,1.48251
8,1.1493
8,1.64138
8,1.71696
8,0.987919
8,1.01469
8,1.32383
8,1.47978
8,1.71288
8,1.21461
8,1.56729
8,1.08853
8,1.69867
8,1.22285
8,1.28111
8,1.43899
8,1.16306
8,1.0882
8,1.23705
8,1.4339
8,1.79345
8,1.12378
8,0.805433
8,1.31814
8,1.07609
8,1.18023
8,1.53446
8,1.67314
8,0.901211
8,2.4627
8,1.64885
8,1.3656
8,1.57814
8,2.01111
8,1.23754
8,1.43318
8,0.979803
8,1.21303
8,1.11005
8,1.04426
8,1.69243
8,0.845472
8,0.966514
8,1.80582
8,1.48541
8,1.6706
8,1.32988
8,1.44556
8,0.776268
8,1.25101
8,1.31973
8,0.843685
8,1.11448
8,1.07156
8,1.23592
8,1.08623
8,0.699923
8,1.40392
8,1.65686
8,0.702786
8,1.56959
8,1.78828
8,1.24903
8,0.891105
8,1.204
8,1.2038
8,0.72311
8,1.14696
8,1.09111
8,1.24332
8,0.684095
8,1.44628
8,1.10935
8,1.19267
8,0.897542
8,0.75831
8,1.92788
8,1.01346
8,1.04357
8,1.53064
8,1.16912
8,1.21052
8,1.27937
8,1.37996
8,1.50633
8,1.40239
8,0.875567
8,1.36025
8,1.5134
8,1.35405
8,0.852064
8,0.964276
8,1.45116
8,1.70248
8,1.05502
8,0.800473
8,1.5701
8,1.27106
8,1.04262
8,1.34745
8,1.77966
8,1.1609
8,1.74151
8,1.73731
8,0.880241
8,1.7442
8,1.24719
8,1.34055
8,0.833984
8,0.881213
8,2.18665
8,1.22428
8,1.00788
8,1.05428
8,0.911466
8,0.750644
8,1.43984
8,1.26253
8,1.62314
8,1.2894
8,1.46978
16,4.40395
16,4.26755
16,4.52605
16,5.28739
16,5.86199
16,4.58323
16,4.95662
16,4.35
16,5.7445
16,4.647
16,4.38448
16,4.20026
16,3.85194
16,3.614
16,4.47567
16,3.5612
16,4.9762
16,7.12015
16,4.16243
16,4.42931
16,5.16716
16,4.32606
16,3.6545
16,4.07404
16,4.60344
16,2.98215
16,4.51722
16,2.90348
16,4.40982
16,4.45485
16,5.58024
16,3.81523
16,3.30344
16,4.22745
16,6.91668
16,4.08466
16,4.63877
16,3.18681
16,4.66586
16,4.48158
16,2.42276
16,4.11173
16,4.6311
16,4.41241
16,4.04733
16,4.07199
16,3.32391
16,4.89579
16,4.27558
16,5.64595
16,3.25105
16,4.96598
16,6.20016
16,4.53001
16,2.42766
16,2.022
16,4.39788
16,4.95091
16,4.04964
16,5.70451
16,4.60779
16,4.70012
16,4.46118
16,4.92397
16,4.15136
16,4.26382
16,4.85652
16,6.29776
16,5.01224
16,5.01439
16,6.12753
16,4.11009
16,4.8141
16,2.71424
16,3.86716
16,5.47054
16,5.56002
16,5.41866
16,4.00799
16,5.12691
16,3.82423
16,3.55314
16,6.24515
16,2.62497
16,3.54956
16,3.56914
16,4.46713
16,3.70841
16,5.68912
16,4.51763
16,4.85308
16,6.88926
16,3.19325
16,4.08461
16,4.01233
16,4.65252
16,4.93041
16,5.09634
16,4.78376
16,4.79729
16,4.94644
16,4.2031
16,4.1659
16,3.60359
16,3.60714
16,4.874
16,3.9646
16,3.48702
16,3.35102
16,5.12178
16,5.55857
16,5.64176
16,4.84426
16,4.36417
16,5.63467
16,5.11544
16,2.66454
16,4.13279
16,3.32654
16,5.15222
16,4.69215
16,4.53057
16,3.49341
16,4.45972
16,3.54082
16,3.81095
16,3.77726
16,4.6602
16,3.96693
16,5.21485
16,4.44256
16,4.78012
16,6.72953
16,4.69214
16,7.82364
16,4.36754
16,4.09674
16,5.12125
16,4.32192
16,3.5785
16,3.33898
16,5.36808
16,4.43425
16,5.46759
16,4.47673
16,3.40485
16,3.63991
16,4.55681
16,3.83392
16,8.01913
16,3.82863
16,3.70519
16,4.17268
16,4.66648
16,5.18464
16,4.80666
16,4.19722
16,5.88588
16,3.47951
16,4.32199
16,5.06989
16,4.6885
16,4.45714
16,5.11901
16,4.72303
16,4.73747
16,4.69159
16,4.27171
16,3.40377
16,3.62244
16,5.73644
16,4.36154
16,3.1428
16,4.44306
16,5.95745
16,4.70379
16,6.31687
16,4.76708
16,4.9957
16,4.01421
16,5.65407
16,5.0824
16,5.18907
16,3.75956
16,4.35114
16,3.75489
16,4.66547
16,3.72542
16,5.14254
16,4.86673
16,4.56576
16,4.35765
16,5.70827
16,5.56696
16,3.46853
16,5.52549
16,4.64931
16,3.90858
16,5.12122
16,3.77074
16,6.40836
16,4.12587
16,5.01916
16,4.18276
16,3.64643
16,4.767
16,3.8945
16,5.43834
16,4.76787
16,4.67993
16,3.58527
16,3.05295
16,4.96306
16,3.46461
16,5.00818
16,5.25387
16,5.3709
16,4.30429
16,3.48453
16,4.71582
16,5.25896
16,2.93977
16,4.32253
16,2.83587
16,4.66681
16,4.63833
16,3.38596
16,5.85518
16,3.56232
16,6.00924
16,4.96407
16,5.09173
16,4.87033
16,4.12547
16,3.84863
16,4.35052
16,5.43907
16,4.24701
16,6.34032
16,5.82577
16,5.30603
16,4.81975
16,6.184
16,4.8481
16,4.75268
16,3.76047
16,5.12225
16,3.87786
16,4.73359
16,4.77033
16,2.97409
16,4.34873
16,5.00041
16,4.7005
16,6.03973
16,5.0208
16,4.19509
16,4.64108
16,4.34963
16,3.90073
16,4.88589
16,4.0374
16,4.49118
16,2.75275
16,4.54813
16,5.00617
16,4.56912
16,5.95767
16,3.70656
16,4.20272
16,4.09085
16,5.74983
16,5.83527
16,5.30412
16,5.27489
16,4.72832
16,3.42901
16,4.74183
16,3.91847
16,3.12036
16,2.85704
16,5.62919
16,4.62286
16,4.97668
16,2.97519
16,3.48916
16,3.45462
16,7.35258
16,4.25194
16,5.07941
16,5.61359
16,3.78294
16,5.23766
16,4.98718
16,4.44962
16,3.6397
16,4.55354
16,3.94638
16,4.37639
16,3.57693
16,4.30041
16,4.02627
16,3.95529
16,4.7645
16,5.3633
16,4.4024
16,4.29188
16,2.99404
16,4.2283
16,4.47487
16,4.49583
16,4.11555
16,5.50445
16,5.08026
16,5.07904
16,3.89247
16,4.69389
16,4.69967
16,4.46206
16,4.52382
16,5.19667
16,6.44056
16,4.3562
16,4.79757
16,2.57
16,5.00783
16,5.63532
16,4.7805
16,4.51347
16,3.33696
16,3.37653
16,4.68253
16,3.64708
16,4.16421
16,3.86238
16,4.69195
16,3.19679
16,4.36768
16,6.04705
16,4.61148
16,4.81849
16,5.27028
16,5.27071
16,4.32628
16,3.9771
16,4.00043
16,4.72625
16,4.94007
16,4.50288
16,4.2486
16,3.27152
16,4.22557
16,6.26329
16,4.56916
16,4.57445
16,6.13132
16,3.82145
16,6.29537
16,6.10268
16,3.67124
16,4.02278
16,3.27039
16,7.71421
16,4.83588
16,3.60528
16,5.16225
16,5.64283
16,4.01345
16,4.95744
16,5.32104
16,4.77256
16,3.77374
16,3.39026
16,4.31551
16,3.94931
16,4.26463
16,4.62989
16,6.94116
16,6.12037
16,4.4203
16,5.30975
16,4.86001
16,5.67177
16,3.86606
16,4.54463
16,3.70918
16,4.17912
16,6.50972
16,3.99385
16,3.49158
16,5.5184
16,4.87247
16,5.05923
16,4.63852
16,5.20745
16,4.5992
16,4.0059
16,4.08414
16,4.75184
16,3.88089
16,5.76922
16,4.90746
16,4.46246
16,5.25424
16,4.53151
16,3.8091
16,2.94601
16,4.45532
16,6.82554
16,5.35009
16,3.82766
16,4.2729
16,3.78688
16,6.04304
16,3.89643
16,3.86676
16,5.58944
16,3.86505
16,3.55765
16,4.25978
16,5.08677
16,5.55045
16,3.58671
16,5.66947
16,3.87055
16,6.05816
16,4.09896
16,5.42396
